39,50.645,66
32,50.505,66
35,50.595,66
36,51.88,67
38,51.34,69
36,51.815,69
36,51.86,69
37,52.07,69
36,52.3,69
38,52.58,69
35,52.905,69
39,53.08,69
36,53.34,70
38,54.1,72
38,54.12,73
38,54.3,73
35,55.41,73
39,55.57,75
40,56.21,75
34,56.67,77
39,57.115,77
41,57.88,77
36,58.65,79
43,59.835,80
42,60.965,81
41,61.685,81
41,62.69,82
41,63.97,82
41,64.585,83
43,65.195,83
40,66.04,84
47,66.675,84
49,67.415,84
48,68.33,87
47,68.72,87
48,69.24,87
48,69.75,87
47,69.965,87
51,70.67,87
45,71.06,87
46,71.245,87
50,71.795,87
50,72.51,87
45,72.945,88
51,73.645,88
52,73.64,89
49,74.085,89
50,74.195,89
53,74.295,89
52,74.45,89
53,74.825,89
53,74.795,89
55,75.465,90
48,75.27,90
52,75.68,90
51,75.775,91
58,76.31,92
50,76.455,93
57,77.085,93
52,76.89,93
47,77.02,93
42,77.44,93
52,77.785,93
60,78.07,93
52,77.83,93
55,78.145,94
56,78.5,94
54,79.025,94
52,79.205,94
52,79.235,94
58,79.74,95
52,79.865,96
53,79.975,96
54,80.385,96
51,80.575,96
58,80.93,96
57,80.835,96
51,80.945,97
58,81.215,97
58,81.245,98
60,81.535,98
61,81.815,98
56,81.91,98
55,82.28,98
58,82.505,98
60,82.85,98
57,82.72,98
57,82.985,98
57,82.96,98
51,83.095,98
49,83.25,99
62,83.615,99
58,83.425,99
54,83.57,99
56,83.65,99
54,83.42,99
47,83.74,99
57,83.715,99
55,83.765,99
54,83.84,99
58,83.85,99
54,83.855,99
56,83.635,99
56,84.0,99
59,84.145,99
61,84.09,99
61,84.155,99
61,84.285,100
54,84.3,100
55,84.27,100
61,84.34,100
58,84.35,100
57,84.365,100
58,84.605,100
52,84.46,100
59,84.595,100
59,84.885,100
52,84.765,100
55,84.955,100
57,85.115,100
59,85.215,100
56,85.235,100
53,85.34,100
55,85.52,100
60,85.605,100
