279,304.92,339
267,305.68,339
267,305.64,339
275,307.03,339
267,306.88,349
273,308.6,349
271,310.22,350
275,311.49,350
273,312.75,359
278,314.55,359
273,316.13,359
276,318.09,359
269,320.14,359
274,322.59,362
276,323.63,364
273,325.6,364
284,327.95,370
283,329.81,377
283,332.57,377
290,334.74,377
290,337.19,377
288,339.68,385
292,342.04,389
289,344.23,389
279,346.83,391
289,348.69,391
298,350.69,392
301,353.11,396
305,354.87,398
309,356.87,398
315,358.7,398
315,360.94,400
312,362.82,400
312,364.79,400
313,366.22,402
324,368.13,402
329,370.73,402
329,372.51,402
331,373.86,402
331,375.68,402
332,377.1,404
338,378.25,404
337,379.32,406
343,380.28,408
342,380.98,410
346,382.01,411
348,382.87,415
341,383.65,418
350,384.6,418
349,385.14,418
344,385.67,418
349,386.29,419
350,387.03,420
352,388.09,420
351,388.92,420
351,389.37,420
357,390.26,420
355,390.79,420
356,391.6,420
356,392.34,421
356,392.96,426
361,393.59,426
358,394.28,426
362,395.02,426
358,395.77,430
360,396.75,430
361,397.46,430
356,397.85,430
356,398.69,430
360,399.21,430
364,399.9,430
365,400.6,430
368,401.1,431
364,401.37,432
365,401.92,432
365,402.41,432
366,402.75,432
366,403.14,432
363,403.62,432
365,404.17,434
361,404.65,434
368,405.17,435
364,405.71,436
363,406.26,437
365,406.72,437
368,407.18,439
367,407.72,439
368,408.06,440
366,408.57,440
367,408.97,442
368,409.25,442
370,409.81,443
363,410.53,443
369,411.16,443
366,411.46,444
365,411.9,444
368,412.3,444
366,412.92,444
368,413.23,445
368,413.68,445
